"CÓD. 
DEP.";DEPARTAMENTO;CÓD. MUN.;MUNICIPIO;"GRUPO 
DE CULTIVO";"SUBGRUPO 
DE CULTIVO";CULTIVO;DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;AÑO;PERIODO;"Área Sembrada
(ha)";"Área Cosechada
(ha)";"Producción
(t)";"Rendimiento
(t/ha)";ESTADO FISICO PRODUCCION;"NOMBRE 
CIENTIFICO";CICLO DE CULTIVO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008A;700;670;402;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008A;100;100;170;17;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008A;60;60;36;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008A;38;36;29;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008A;30;0;0;;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008A;20;20;18;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;60;50;56;112;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;60;28;11;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;60;52;31;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;59;42;34;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;50;50;40;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;48;37;10;27;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;38;10;5;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;30;25;20;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;24;20;30;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8606;REPELON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;24;16;16;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;20;20;12;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8558;POLONUEVO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;8;4;2;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;5;5;4;89;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8634;SABANAGRANDE;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;2;2;2;75;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;800;760;456;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;700;650;390;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;130;120;144;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;100;0;0;;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;70;70;49;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;32;30;27;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;30;20;30;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;20;20;21;105;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13620;SAN CRISTOBAL;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2008;2008B;15;10;11;105;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;115;20;16;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;70;70;35;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;63;49;39;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;51;51;30;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;50;30;24;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;38;10;5;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8436;MANATI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;28;25;28;112;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;24;20;30;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;22;22;3;14;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8558;POLONUEVO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;20;5;2;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;17;17;19;112;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;10;8;6;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8770;SUAN;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;10;8;4;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;6;1;0;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;5;5;4;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8634;SABANAGRANDE;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;2;2;2;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;620;600;240;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;550;500;250;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;270;270;405;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;120;90;85;94;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;120;0;0;;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;60;60;36;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;50;40;60;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;18;18;9;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009A;11;11;4;36;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;625;300;150;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;52;48;38;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;50;40;32;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;50;25;13;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;38;37;42;112;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;38;10;5;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;24;20;30;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8606;REPELON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;22;22;22;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;22;22;14;65;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;10;3;2;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;5;5;4;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;5;5;4;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8558;POLONUEVO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;5;2;2;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8634;SABANAGRANDE;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;1;1;1;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;710;700;350;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;480;400;200;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;130;100;120;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;120;90;81;9;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;100;0;0;;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;85;40;16;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;50;50;60;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;40;40;60;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;20;20;16;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13620;SAN CRISTOBAL;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2009;2009B;20;15;18;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;106;74;24;32;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;100;100;80;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;50;20;8;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;35;30;15;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8558;POLONUEVO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;20;5;4;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;17;14;15;11;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;17;13;10;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;16;14;11;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;12;8;6;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;10;10;8;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8770;SUAN;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;8;8;6;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;5;5;2;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;670;470;188;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;600;500;200;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;250;250;375;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;180;30;18;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;100;40;48;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;80;50;25;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;65;5;2;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;50;40;24;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;30;3;1;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;25;16;6;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010A;16;16;5;31;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;106;74;59;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;100;80;64;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;38;37;41;11;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;35;30;15;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;20;15;9;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;17;0;0;;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8770;SUAN;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;12;3;2;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;12;8;6;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;420;300;90;3;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;350;270;189;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;250;225;248;11;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;180;160;83;52;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;150;20;12;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;100;80;40;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;100;70;84;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;90;50;60;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;50;50;30;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13620;SAN CRISTOBAL;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2010;2010B;15;10;15;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;100;70;48;69;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;80;80;64;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;40;30;18;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;35;27;11;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8558;POLONUEVO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;23;6;5;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;15;13;10;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;15;12;12;1;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;14;7;6;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;12;9;7;8;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;6;4;3;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;5;3;2;5;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13473;MORALES;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;700;600;360;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;480;420;126;3;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;200;200;300;15;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;130;120;84;7;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;120;110;66;6;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;95;75;30;4;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;LEGUMINOSAS;FRIJOL;FRIJOL;FRIJOL;2011;2011A;50;40;48;12;GRANO SECO;PHASEOLUS VULGARIS;TRANSITORIO
