Departamento;Municipio;Código prestador;Nombre prestador;nit IPS ;num digito_verificion;naturaleza;num nivel atencion;Código sede;Número sede;nom sede IPS;Gerente;Dirección;Email;Teléfono;nom grupo capacidad ;nom descripcion capacidad ;num cantidad capacidad instalada;Fecha Corte;Fuente
Atlántico;BARANOA;807800030;IPS CLINICA  SANTA ANA DE BARANOA;802001084;2;Privada;;807800030;1;I.P.S CLINICA SANTA ANA DE BARANOA LTDA;FLORENTINO GOENAGA OÑORO;CALLE 18 N° 20 - 59;calidadcsa2021@gmail.com;8787559;CONSULTORIOS;Urgencias;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800030;IPS CLINICA  SANTA ANA DE BARANOA;802001084;2;Privada;;807800030;1;I.P.S CLINICA SANTA ANA DE BARANOA LTDA;FLORENTINO GOENAGA OÑORO;CALLE 18 N° 20 - 59;calidadcsa2021@gmail.com;8787559;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800030;IPS CLINICA  SANTA ANA DE BARANOA;802001084;2;Privada;;807800030;1;I.P.S CLINICA SANTA ANA DE BARANOA LTDA;FLORENTINO GOENAGA OÑORO;CALLE 18 N° 20 - 59;calidadcsa2021@gmail.com;8787559;SALAS;Partos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800030;IPS CLINICA  SANTA ANA DE BARANOA;802001084;2;Privada;;807800030;1;I.P.S CLINICA SANTA ANA DE BARANOA LTDA;FLORENTINO GOENAGA OÑORO;CALLE 18 N° 20 - 59;calidadcsa2021@gmail.com;8787559;SALAS;Sala de Cirugía;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;AMBULANCIAS;Básica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CAMAS;Pediátrica;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CAMAS;Adultos;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CAMILLAS;Observación Pediátrica;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CAMILLAS;Observación Adultos Hombres;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CAMILLAS;Observación Adultos Mujeres;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CONSULTORIOS;Urgencias;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CONSULTORIOS;Consulta Externa;18;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;SALAS;Partos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;SALAS;Procedimientos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;1;EMPRESA SOCIAL DEL ESTADO DE BARANOA;DAVID ALFONSO PELAEZ PEREZ;CALEE 19 NUMERO 20 - 10;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;UNIDAD MOVIL;Unidad Móvil;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;2;CENTRO DE SALUD DE CAMPECHE;DAVID ALFONSO PELAEZ PEREZ;CALEE 13 NUMERO 11 - 72;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;3;CENTRO DE SALUD PITAL;DAVID ALFONSO PELAEZ PEREZ;CORREGIMIENTO DE PITAL;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800158;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA;890103002;7;Pública;1;807800158;4;CENTRO DE SALUD DE SIBARCO;DAVID ALFONSO PELAEZ PEREZ;CL 3 No 3 - 90;CALIDAD@ESEHOSPITALDEBARANOA.GOV.CO;8787736;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800785;AccionSalud IPS SAS;802019804;8;Privada;;807800785;1;ACCIONSALUD  I.P.S.  S.A.S;ROSIRIS CERVANTES VILLA;calle 21 18- 86;asneda@hotmail.co;3580297 - 300 496 23 65;CONSULTORIOS;Consulta Externa;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800785;AccionSalud IPS SAS;802019804;8;Privada;;807800785;1;ACCIONSALUD  I.P.S.  S.A.S;ROSIRIS CERVANTES VILLA;calle 21 18- 86;asneda@hotmail.co;3580297 - 300 496 23 65;SALAS;Quirófano;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800785;AccionSalud IPS SAS;802019804;8;Privada;;807800785;1;ACCIONSALUD  I.P.S.  S.A.S;ROSIRIS CERVANTES VILLA;calle 21 18- 86;asneda@hotmail.co;3580297 - 300 496 23 65;SALAS;Sala de Cirugía;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800915;UCI SAN FRANCISCO S.A.S;900703066;8;Privada;;807800915;1;UCI SAN FRANCISCO S.A.S;JUAN ALBERTO RAAD PEÑA;CARRERA 21 #17-21;juanraad16@hotmail.com;3116593037 - 3012248075;CAMAS;Incubadora Intermedia Neonatal;5;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800915;UCI SAN FRANCISCO S.A.S;900703066;8;Privada;;807800915;1;UCI SAN FRANCISCO S.A.S;JUAN ALBERTO RAAD PEÑA;CARRERA 21 #17-21;juanraad16@hotmail.com;3116593037 - 3012248075;CAMAS;Cuna Intensiva Neonatal;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;CAMAS;Adultos;12;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;CAMILLAS;Observación Pediátrica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;CAMILLAS;Observación Adultos Hombres;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;CAMILLAS;Observación Adultos Mujeres;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;CONSULTORIOS;Urgencias;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;CONSULTORIOS;Consulta Externa;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;SALAS;Procedimientos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;807800949;1;FUNCIÓN CAMPBELL;JUDITH DEL CARMEN SARMIENTO AGUILERA;CALLE 19 #19- 44;coordinacionipsbaranoa@clinicacampbell.com.co;6058789023 - 3182391989 - 3165403157;SALAS;Sala de Cirugía;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802088;CLINICA SANTA MARTA RL SAS;900724921;0;Privada;;807802088;1;CENTRO MEDICO MOKANA - CLINICA SANTA MARTA. BARANOA;roberto rosales navarro;CL 18 No 21- 01;roberto_rosales_navarro@hotmail.com;3007078550;CONSULTORIOS;Consulta Externa;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;AMBULANCIAS;Básica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;AMBULANCIAS;Medicalizada;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Pediátrica;40;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Adultos;186;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;TPR;54;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Incubadora Intermedia Neonatal;5;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Intermedia Pediátrica;20;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Intermedia Adultos;19;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Incubadora Intensiva Neonatal;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Intensiva Pediátrica;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Intensiva Adultos;26;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Cuna Intermedia Neonatal;19;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Cuna Intensiva Neonatal;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Intensiva Quemado Adulto;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMAS;Intensiva Quemado pediátrica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMILLAS;Observación Pediátrica;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMILLAS;Observación Adultos Hombres;10;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CAMILLAS;Observación Adultos Mujeres;10;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;BARANOA;807802100;CLÍNICA REINA CATALINA BARANOA;800179966;0;Privada;;807802100;1;CLÍNICA REINA CATALINA BARANOA;REYNALDO BENITO PEREZ SANCHEZ;KM 1 FINCA LOS NAVARRITOS;calidad@clinicareinacatalina.com;3858117;CONSULTORIOS;Urgencias;5;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
